variant,block,characteristic,mean_weight
periodic,k1,debt_mev,0.01036159123481645
periodic,k1,debtlt_mev,0.010217626689137484
periodic,k1,debtst_mev,0.010232504503682568
periodic,k1,dltnetis_mev,0.01014087883950128
periodic,k1,dstnetis_mev,0.01011210750835154
periodic,k1,dbnetis_mev,0.010291408033540877
ple,k0,market_equity,0.02583790250607967
ple,k0,chcsho_1m,0.01859290823966694
ple,k0,chcsho_3m,0.019069663012578692
ple,k0,chcsho_6m,0.01802306575366394
ple,k0,chcsho_12m,0.017407524798786926
ple,k0,eqnpo_1m,0.01927011344698014
ple,k0,eqnpo_3m,0.018752430486477997
ple,k0,eqnpo_6m,0.018570325679457853
ple,k0,eqnpo_12m,0.017057289368458486
ple,k0,ret_1_0,0.02032775990533505
ple,k0,ret_3_1,0.01860000052105851
ple,k0,ret_6_1,0.01789782132565348
ple,k0,ret_9_1,0.017249060220212498
ple,k0,ret_12_1,0.016700075740886982
ple,k0,ret_12_7,0.01900793972902379
ple,k0,ret_2_0,0.019764139276262596
ple,k0,ret_3_0,0.019440821784360074
ple,k0,ret_6_0,0.018797214394350052
ple,k0,ret_9_0,0.01822592251599784
ple,k0,ret_12_0,0.01766541644601242
ple,k0,ret_18_1,0.01615450343860797
ple,k0,ret_24_1,0.016767070818526044
ple,k0,ret_24_12,0.016600471600767476
ple,k0,ret_36_1,0.01553605450346387
ple,k0,ret_36_12,0.014929862541822313
ple,k0,seas_1_1an,0.017202280006635227
ple,k0,seas_1_1na,0.018171195229855566
ple,k0,ivol_capm_21d,0.01688388812205781
ple,k0,ivol_capm_252d,0.017288961732545197
ple,k0,iskew_capm_21d,0.01604734772019184
ple,k0,rvol_21d,0.01649275377346172
ple,k0,rvol_252d,0.016664337470978313
ple,k0,rvolhl_21d,0.02040445122178596
ple,k0,rmax1_21d,0.015944033678363813
ple,k0,rmax5_21d,0.016107137307798704
ple,k0,rmax5_rvol_21d,0.016221371507413467
ple,k0,rskew_21d,0.016134593899710965
ple,k0,coskew_21d,0.016263387951297
ple,k0,beta_21d,0.01706091784519833
ple,k0,beta_252d,0.02004732227224209
ple,k0,beta_dimson_21d,0.016619187122019607
ple,k0,betadown_252d,0.01670011798414213
ple,k0,ami_126d,0.01740946732642069
ple,k0,dolvol_126d,0.022417973132792444
ple,k0,dolvol_var_126d,0.018655061211544813
ple,k0,turnover_126d,0.01850317278605175
ple,k0,turnover_var_126d,0.018809959261033737
ple,k0,zero_trades_21d,0.019829298104716474
ple,k0,zero_trades_126d,0.019590645964736565
ple,k0,zero_trades_252d,0.022191921064172893
ple,k0,bidaskhl_21d,0.01900651108073939
ple,k0,prc_highprc_252d,0.016723127562375175
ple,k0,age,0.021855657174616867
ple,k0,mispricing_mgmt,0.02020568270368243
ple,k0,mispricing_perf,0.018302880068922715
ple,k1,at_gr1,0.011052301966474045
ple,k1,sale_gr1,0.010655405881377035
ple,k1,inv_gr1a,0.009672473158692591
ple,k1,fnl_gr1a,0.009767639409566556
ple,k1,nfna_gr1a,0.010100681731085099
ple,k1,tax_gr1a,0.011047386545135906
ple,k1,be_gr1a,0.01069799891012577
ple,k1,ebit_sale,0.010526776512822982
ple,k1,ope_be,0.009466203970339628
ple,k1,ni_be,0.010012413324982667
ple,k1,ebit_bev,0.010581758571757936
ple,k1,dbnetis_at,0.010320637375693468
ple,k1,at_turnover,0.01061722021127255
ple,k1,sale_bev,0.010850134362902763
ple,k1,cash_at,0.010129218056768486
ple,k1,op_atl1,0.010602987249319509
ple,k1,ocf_at,0.0105557268853339
ple,k1,op_at,0.010745992722628802
ple,k1,ocf_at_chg1,0.010403285415193713
ple,k1,at_be,0.010461517624762431
ple,k1,at_me,0.011638807102007149
ple,k1,be_me,0.010911937665141798
ple,k1,debt_me,0.010790204557237209
ple,k1,netdebt_me,0.010108865401446416
ple,k1,sale_me,0.011339369456848816
ple,k1,ni_me,0.010310829955588918
ple,k1,ocf_me,0.010834391691579593
ple,k1,bev_mev,0.00977525391499195
ple,k1,ebitda_mev,0.009915094274106155
ple,k1,qmj_prof,0.010859072844173739
ple,k1,qmj_safety,0.01051232075326656
ple,k1,lt_gr1,0.010956367668105671
ple,k1,be_gr1,0.010373850793803211
ple,k1,cash_gr1a,0.01146468617718639
ple,k1,debtst_gr1a,0.010249341067380822
ple,k1,ap_gr1a,0.010211099969419737
ple,k1,debtlt_gr1a,0.00948400198122268
ple,k1,fna_gr1a,0.010428478827447638
ple,k1,ebitda_gr1a,0.010610118791767507
ple,k1,ebit_gr1a,0.0108533818924848
ple,k1,ni_gr1a,0.010404620800001348
ple,k1,nix_gr1a,0.010616016303124629
ple,k1,dp_gr1a,0.009626218572686016
ple,k1,ocf_gr1a,0.01037273278392202
ple,k1,dltnetis_gr1a,0.010562362789092
ple,k1,dbnetis_gr1a,0.0107418548015342
ple,k1,xido_at,0.009127947586273635
ple,k1,ebitda_sale,0.01075652214945719
ple,k1,pi_sale,0.010579200493686462
ple,k1,ni_sale,0.01032845158720193
ple,k1,nix_sale,0.0104807465000592
ple,k1,ocf_sale,0.010507681732501675
ple,k1,ebitda_at,0.010734653896974517
ple,k1,ebit_at,0.010789240521832251
ple,k1,fi_at,0.009681173786360653
ple,k1,ni_at,0.010343793193837823
ple,k1,nix_be,0.01009564529814237
ple,k1,ocf_be,0.0103753825851236
ple,k1,ebitda_bev,0.010766895839849739
ple,k1,fi_bev,0.009605068354310187
ple,k1,ebitda_ppen,0.010122378233545644
ple,k1,dltnetis_at,0.010116174420285262
ple,k1,dstnetis_at,0.010766057541055961
ple,k1,be_bev,0.01043534299799739
ple,k1,debt_bev,0.010315342782836946
ple,k1,cash_bev,0.010151717903370746
ple,k1,debtlt_bev,0.010010706722098537
ple,k1,debtst_bev,0.010277279306272704
ple,k1,ebitda_debt,0.010602564414581642
ple,k1,ocf_debt,0.01020130381327124
ple,k1,cash_lt,0.010073776096280846
ple,k1,debtst_debt,0.009968224808979416
ple,k1,debtlt_debt,0.009765327953856593
ple,k1,lt_ppen,0.009776662358196091
ple,k1,debtlt_be,0.009946226973122826
ple,k1,debt_at,0.01035315324856813
ple,k1,debt_be,0.009983039822249979
ple,k1,ebit_int,0.00954980233533865
ple,k1,sale_be,0.010173484082578614
ple,k1,cash_me,0.010973943264420041
ple,k1,ebitda_me,0.010897608038911065
ple,k1,ebit_me,0.010529109957460508
ple,k1,ope_me,0.009990399869518331
ple,k1,nix_me,0.010445353913492553
ple,k1,at_mev,0.009894785432481488
ple,k1,ppen_mev,0.009526538791421754
ple,k1,be_mev,0.009562527998304206
ple,k1,cash_mev,0.009466522493785682
ple,k1,sale_mev,0.009930138377692974
ple,k1,ebit_mev,0.009911210942494775
ple,k1,ocf_mev,0.009935759089026386
ple,k1,debt_mev,0.010541263506122975
ple,k1,debtlt_mev,0.009955672343359942
ple,k1,debtst_mev,0.009981225652279107
ple,k1,dltnetis_mev,0.009702930140728542
ple,k1,dstnetis_mev,0.009876299442035502
ple,k1,dbnetis_mev,0.009898700476629814
